lead_id,google_rating,google_reviews,has_website,has_phone,business_type,city,estimated_employees,deal_size,reply_probability,enrichment_cost,estimated_value,value_to_cost_ratio
20,4.628987940628577,137,True,True,other,Miami,26,3000.0,0.2593589567545268,0.002,778.0768702635804,389038.4351317902
21,4.104347837559192,15,True,True,real_estate,Miami,8,3000.0,0.13391625854087275,0.002,401.7487756226182,200874.3878113091
22,3.562156838331039,5,True,True,real_estate,Miami,17,3000.0,0.1453068373280172,0.002,435.9205119840516,217960.25599202578
23,3.6333563929982597,24,False,False,finance,Jacksonville,17,3000.0,0.08724804082931564,0.001,261.7441224879469,261744.1224879469
24,3.7402738569991945,26,True,True,insurance,Fort Lauderdale,29,3000.0,0.10097298032001646,0.002,302.9189409600494,151459.4704800247
25,4.448580372026882,102,True,False,finance,Tampa,55,5000.0,0.17683883335493658,0.002,884.1941667746829,442097.08338734147
26,4.271212868035283,54,True,True,insurance,Orlando,7,3000.0,0.23825730468584339,0.002,714.7719140575301,357385.95702876506
27,,0,False,True,finance,Jacksonville,18,3000.0,0.07007973244340517,0.001,210.2391973302155,210239.19733021548
28,3.9863736768317333,116,False,True,finance,Tallahassee,88,5000.0,0.15133232432876878,0.001,756.6616216438439,756661.6216438438
29,4.279269845538357,4,True,True,real_estate,Tallahassee,10,3000.0,0.2730405313336059,0.002,819.1215940008177,409560.7970004089
30,4.512795196983668,9,False,True,insurance,Miami,9,3000.0,0.19076771249817853,0.001,572.3031374945356,572303.1374945355
31,4.045326730139881,6,False,True,real_estate,Miami,25,3000.0,0.14956630210131114,0.001,448.6989063039334,448698.9063039334
32,4.4283876187787055,12,True,False,finance,Orlando,47,3000.0,0.26225706490392353,0.002,786.7711947117706,393385.5973558853
33,3.8690370294666745,3,True,True,other,Orlando,20,3000.0,0.1767151932841581,0.002,530.1455798524743,265072.78992623714
34,4.018473076717465,43,False,False,real_estate,Jacksonville,76,5000.0,0.13241262695549189,0.001,662.0631347774595,662063.1347774594
35,4.009131053000836,15,True,True,finance,Tampa,47,3000.0,0.15995069928117084,0.002,479.8520978435125,239926.04892175627
36,3.6020801772054805,3,True,True,real_estate,Miami,47,3000.0,0.13674448488516355,0.002,410.2334546554907,205116.72732774532
37,4.443486240392791,5,True,True,insurance,Tampa,35,3000.0,0.14885195805979504,0.002,446.5558741793851,223277.93708969254
38,3.9652988298986385,29,True,True,real_estate,Jacksonville,206,5000.0,0.20399511459888098,0.002,1019.9755729944048,509987.7864972024
39,4.206247059363844,54,True,True,other,Miami,16,3000.0,0.23979418957603738,0.002,719.3825687281121,359691.2843640561
40,4.440373329452955,220,False,True,real_estate,Tallahassee,3,3000.0,0.2726902105602311,0.001,818.0706316806934,818070.6316806934
41,4.4232655880149725,662,True,True,other,Miami,100,5000.0,0.15989307906699068,0.003,799.4653953349534,266488.4651116511
42,4.532692554486394,33,True,True,insurance,Naples,13,3000.0,0.22064516381458887,0.002,661.9354914437666,330967.7457218833
43,4.150757257745289,6,False,True,finance,Miami,22,3000.0,0.09825401047259827,0.001,294.7620314177948,294762.03141779476
44,3.988350843977923,1,True,True,insurance,Tallahassee,74,5000.0,0.19087550041815893,0.002,954.3775020907947,477188.7510453973
45,4.1601408945468,27,True,False,insurance,Tallahassee,4,3000.0,0.18641138654834993,0.002,559.2341596450498,279617.07982252486
46,3.356332783020985,7,True,True,other,Naples,6,3000.0,0.10503041714980835,0.002,315.09125144942504,157545.62572471253
47,3.4764437637884567,12,False,True,real_estate,St. Petersburg,4,3000.0,0.18601870052539457,0.001,558.0561015761837,558056.1015761837
48,3.538650193822799,9,True,True,finance,St. Petersburg,9,3000.0,0.1490929532073014,0.002,447.2788596219042,223639.4298109521
49,3.701376586199259,16,True,True,real_estate,Fort Lauderdale,31,3000.0,0.18628321266410175,0.002,558.8496379923052,279424.8189961526
