lead_id,google_rating,google_reviews,has_website,has_phone,business_type,city,estimated_employees,deal_size,reply_probability,enrichment_cost,estimated_value,value_to_cost_ratio
50,3.729438952037521,25,True,True,other,Jacksonville,16,3000.0,0.1465423785223116,0.002,439.62713556693484,219813.5677834674
51,,0,True,True,insurance,St. Petersburg,6,3000.0,0.11764035842824161,0.002,352.92107528472485,176460.5376423624
52,4.4261669753215696,35,False,False,insurance,Tallahassee,8,3000.0,0.10910485382985782,0.001,327.31456148957346,327314.56148957345
53,3.4171204639097432,10,True,True,other,Jacksonville,15,3000.0,0.15955706391740093,0.002,478.6711917522028,239335.59587610138
54,4.518735451325561,20,True,True,other,Jacksonville,26,3000.0,0.16622455536118222,0.002,498.67366608354666,249336.83304177332
55,3.9306143411911285,65,False,False,real_estate,Fort Lauderdale,85,5000.0,0.1918126404954438,0.001,959.063202477219,959063.2024772189
56,4.773906330366782,10,False,True,finance,Tallahassee,19,3000.0,0.11806605250772546,0.001,354.1981575231764,354198.1575231764
57,3.002869847549764,52,False,True,finance,Miami,55,5000.0,0.16278604900202767,0.001,813.9302450101384,813930.2450101384
58,3.8067171124479158,45,False,True,real_estate,Naples,59,5000.0,0.151166893526857,0.001,755.834467634285,755834.467634285
59,3.356765924382949,6,False,True,real_estate,Miami,16,3000.0,0.11975274355735875,0.001,359.25823067207625,359258.2306720762
60,3.786885266818024,64,True,True,real_estate,Tallahassee,36,3000.0,0.16619386108197085,0.002,498.58158324591255,249290.79162295628
61,4.323832950554472,46,True,True,finance,Miami,16,3000.0,0.21204018015623596,0.002,636.1205404687079,318060.27023435396
62,4.110386687275123,22,True,True,insurance,Miami,75,5000.0,0.23479816442593404,0.002,1173.9908221296703,586995.4110648351
63,4.073311215525993,8,True,True,insurance,Miami,38,3000.0,0.19476427988769,0.002,584.2928396630699,292146.41983153496
64,4.12040756430997,7,False,True,real_estate,Tampa,6,3000.0,0.26309776932900075,0.001,789.2933079870022,789293.3079870022
65,4.301694120309972,10,True,True,real_estate,Orlando,24,3000.0,0.30259612263820274,0.002,907.7883679146082,453894.1839573041
66,3.695731979028446,38,True,True,real_estate,Miami,104,5000.0,0.20333289242147679,0.002,1016.6644621073839,508332.23105369194
67,4.553424820449526,6,True,True,finance,Tampa,17,3000.0,0.17484061931205125,0.002,524.5218579361538,262260.9289680769
68,,0,True,True,other,Tampa,31,3000.0,0.12356545760512415,0.002,370.69637281537246,185348.1864076862
69,4.392518968828051,4,True,True,other,St. Petersburg,35,3000.0,0.1488269060510707,0.002,446.48071815321214,223240.35907660605
70,4.478266721375632,15,True,False,other,Tallahassee,7,3000.0,0.2546256656991732,0.002,763.8769970975196,381938.4985487598
71,4.34820900040433,22,False,True,other,Fort Lauderdale,33,3000.0,0.15278017739134886,0.001,458.3405321740466,458340.53217404656
72,5.0,377,True,True,other,Miami,5,3000.0,0.24484131170669657,0.003,734.5239351200897,244841.31170669658
73,4.156452914473745,3,False,False,real_estate,Orlando,11,3000.0,0.17860538420502922,0.001,535.8161526150876,535816.1526150876
74,,0,True,True,real_estate,Naples,59,5000.0,0.20050340647762574,0.002,1002.5170323881287,501258.51619406434
75,3.823236209821311,24,True,True,real_estate,Miami,29,3000.0,0.22635977915731953,0.002,679.0793374719586,339539.6687359793
76,3.6838686647110817,32,True,True,real_estate,Tampa,15,3000.0,0.21131409952295574,0.002,633.9422985688673,316971.14928443363
77,3.5777641061994627,23,False,True,real_estate,Naples,31,3000.0,0.2211202964075235,0.001,663.3608892225706,663360.8892225706
78,3.7556013433845408,34,True,True,real_estate,Naples,19,3000.0,0.2726348412810827,0.002,817.9045238432481,408952.261921624
79,4.164659809173965,16,False,True,other,Tampa,20,3000.0,0.12402285820107196,0.001,372.0685746032159,372068.5746032159
80,4.3671475642488575,114,True,True,real_estate,Fort Lauderdale,39,3000.0,0.24284589307856055,0.002,728.5376792356817,364268.83961784083
81,4.225571029276081,11,True,True,other,Tampa,10,3000.0,0.19622272095124185,0.002,588.6681628537256,294334.0814268628
82,3.8172323612851438,78,False,False,insurance,St. Petersburg,21,3000.0,0.1525271952049397,0.001,457.5815856148191,457581.58561481914
83,4.6500922820099815,9,True,True,finance,Miami,15,3000.0,0.13778149940644085,0.002,413.3444982193226,206672.2491096613
84,,0,True,True,finance,Miami,4,3000.0,0.0715748916009725,0.002,214.7246748029175,107362.33740145875
85,,0,False,True,real_estate,Jacksonville,8,3000.0,0.07134453832374187,0.001,214.0336149712256,214033.6149712256
86,3.8735419276676444,34,True,False,finance,Orlando,96,5000.0,0.14844758788257786,0.002,742.2379394128893,371118.96970644465
87,4.4742139604149,113,True,True,real_estate,Fort Lauderdale,30,3000.0,0.21091287488416544,0.002,632.7386246524964,316369.31232624815
88,4.293986793743052,18,True,True,other,Tampa,5,3000.0,0.223204896912116,0.002,669.614690736348,334807.345368174
89,3.4759363702924766,15,True,True,real_estate,Tallahassee,4,3000.0,0.19862077097946995,0.002,595.8623129384099,297931.1564692049
90,4.166009872007797,5,False,True,real_estate,St. Petersburg,18,3000.0,0.1608965402985301,0.001,482.6896208955903,482689.6208955903
91,4.33101790603719,15,False,True,insurance,Tampa,96,5000.0,0.098950591993428,0.001,494.75295996714,494752.95996714
92,3.7501526067561235,2,True,True,finance,St. Petersburg,17,3000.0,0.15013485841738033,0.002,450.404575252141,225202.2876260705
93,4.294921696418721,6,False,True,real_estate,Orlando,74,5000.0,0.18077041158832094,0.001,903.8520579416047,903852.0579416046
94,3.4725887573711054,26,True,False,finance,Tampa,29,3000.0,0.20750812326343707,0.002,622.5243697903112,311262.1848951556
95,4.8680930500060855,97,True,True,real_estate,Miami,32,3000.0,0.21350055099029705,0.002,640.5016529708912,320250.8264854456
96,4.823974992529716,584,True,True,finance,Tallahassee,5,3000.0,0.23975126134176294,0.003,719.2537840252888,239751.26134176293
97,,0,False,True,real_estate,Tallahassee,51,5000.0,0.16241803623720052,0.001,812.0901811860026,812090.1811860026
98,4.381727168919537,112,True,True,real_estate,Tallahassee,14,3000.0,0.24175115202448286,0.002,725.2534560734485,362626.72803672426
99,2.995039017100063,26,True,True,real_estate,Tallahassee,48,3000.0,0.17026369566100652,0.002,510.79108698301957,255395.54349150977
100,3.621826169867334,16,True,True,real_estate,Naples,9,3000.0,0.20167651063376477,0.002,605.0295319012943,302514.7659506471
101,4.053110539923935,33,False,True,real_estate,Orlando,24,3000.0,0.16663643770918396,0.001,499.90931312755185,499909.31312755187
102,3.6639334892865705,21,True,True,real_estate,Naples,29,3000.0,0.2056862846363117,0.002,617.0588539089351,308529.42695446755
103,4.55719824131533,22,True,True,real_estate,Jacksonville,17,3000.0,0.2304507268953754,0.002,691.3521806861262,345676.0903430631
104,5.0,12,True,True,real_estate,Tampa,30,3000.0,0.16731368828766194,0.002,501.9410648629858,250970.5324314929
105,3.6116926402853493,3,True,True,finance,Jacksonville,15,3000.0,0.13169306573896683,0.002,395.07919721690047,197539.59860845024
106,3.781268297957404,3,True,True,real_estate,Orlando,10,3000.0,0.19438994468031412,0.002,583.1698340409423,291584.9170204711
107,4.317724184154965,43,True,True,finance,Orlando,100,5000.0,0.19119809169902005,0.002,955.9904584951003,477995.22924755013
108,,0,True,True,other,Orlando,57,5000.0,0.09365036783189341,0.002,468.25183915946707,234125.91957973354
109,3.5888128437300484,9,True,True,real_estate,Miami,9,3000.0,0.19665753659500324,0.002,589.9726097850097,294986.3048925048
110,4.324518061153471,20,False,True,other,Tampa,35,3000.0,0.14057441437502569,0.001,421.72324312507703,421723.24312507705
111,5.0,52,True,False,real_estate,Tallahassee,10,3000.0,0.30266035163710475,0.002,907.9810549113142,453990.5274556571
112,3.3741204259103665,24,True,False,real_estate,Fort Lauderdale,6,3000.0,0.203603082318853,0.002,610.8092469565589,305404.62347827945
113,3.5594653965770844,9,False,True,insurance,Jacksonville,56,5000.0,0.13728753459448104,0.001,686.4376729724052,686437.6729724051
114,3.988196696769581,87,True,True,insurance,Tampa,4,3000.0,0.17364239303871187,0.002,520.9271791161357,260463.58955806782
115,3.9397057935722946,133,True,True,insurance,Tampa,51,5000.0,0.22957463554804267,0.002,1147.8731777402134,573936.5888701066
116,4.606300643876822,36,False,True,real_estate,Orlando,16,3000.0,0.18938995882439597,0.001,568.1698764731879,568169.8764731878
117,4.320829859910419,64,True,True,insurance,Tallahassee,16,3000.0,0.24730532654028772,0.002,741.9159796208631,370957.98981043155
118,3.312518970178936,89,True,True,real_estate,Miami,30,3000.0,0.25664706326990977,0.002,769.9411898097293,384970.5949048646
119,4.4577052014504055,77,False,False,real_estate,Fort Lauderdale,36,3000.0,0.20251981608482383,0.001,607.5594482544715,607559.4482544714
120,3.9112305563221748,41,True,True,real_estate,St. Petersburg,9,3000.0,0.21869388228861064,0.002,656.0816468658319,328040.82343291596
121,4.8372236084706195,41,True,True,other,Jacksonville,41,3000.0,0.22111716376580506,0.002,663.3514912974152,331675.7456487076
122,,0,True,True,real_estate,Tallahassee,22,3000.0,0.17066136003988422,0.002,511.9840801196527,255992.04005982634
123,3.8816923584488823,5,True,True,insurance,Orlando,6,3000.0,0.14928355569395857,0.002,447.8506670818757,223925.33354093786
124,,0,True,False,finance,Tallahassee,17,3000.0,0.09207800788212392,0.002,276.2340236463718,138117.0118231859
125,4.581463241168469,3,True,True,insurance,St. Petersburg,80,5000.0,0.19364769084515246,0.002,968.2384542257623,484119.22711288114
126,4.424049681968102,7,False,False,insurance,St. Petersburg,107,5000.0,0.14924206517413274,0.001,746.2103258706637,746210.3258706637
127,3.3572013413075963,95,False,True,other,Fort Lauderdale,41,3000.0,0.10753697145453849,0.001,322.61091436361545,322610.91436361545
128,4.469017219964126,55,False,True,real_estate,Tallahassee,6,3000.0,0.17010558941489276,0.001,510.31676824467826,510316.7682446783
129,3.6828459741628006,119,True,True,real_estate,Naples,33,3000.0,0.2232400811868834,0.002,669.7202435606503,334860.12178032513
130,4.317638055794132,14,True,True,finance,Tampa,47,3000.0,0.10802600841682118,0.002,324.07802525046355,162039.0126252318
131,3.48813278230047,5,True,True,real_estate,St. Petersburg,42,3000.0,0.1888171676452694,0.002,566.4515029358082,283225.7514679041
132,4.423161073771532,15,True,True,real_estate,St. Petersburg,44,3000.0,0.21792723134103245,0.002,653.7816940230973,326890.84701154864
133,3.796700547846314,22,False,True,real_estate,Tampa,29,3000.0,0.14985877829034494,0.001,449.5763348710348,449576.33487103484
134,3.5586826748697393,22,True,False,real_estate,Naples,19,3000.0,0.29081912719411557,0.002,872.4573815823467,436228.6907911733
135,,0,True,True,real_estate,Tampa,11,3000.0,0.09408562766697766,0.002,282.256883000933,141128.4415004665
136,4.3208222608383755,13,False,True,real_estate,Jacksonville,3,3000.0,0.1304557388189702,0.001,391.3672164569106,391367.2164569106
137,3.8930115993035517,30,True,True,other,Miami,28,3000.0,0.09579912533676485,0.002,287.3973760102946,143698.6880051473
138,4.925589424510532,6,True,True,real_estate,Orlando,24,3000.0,0.20490604037262872,0.002,614.7181211178862,307359.0605589431
139,,0,True,True,other,Tallahassee,35,3000.0,0.09808435993320412,0.002,294.25307979961235,147126.53989980617
140,4.216053836985467,20,True,True,other,Tampa,5,3000.0,0.16870395206622887,0.002,506.1118561986866,253055.9280993433
141,4.334456723839301,8,False,True,real_estate,Tampa,38,3000.0,0.207888421621233,0.001,623.665264863699,623665.264863699
142,3.890167032935693,15,True,True,insurance,Orlando,157,5000.0,0.22506929790417587,0.002,1125.3464895208795,562673.2447604397
143,4.435568146699965,16,False,False,finance,Tampa,22,3000.0,0.14152099573439536,0.001,424.5629872031861,424562.9872031861
144,3.933273826417638,14,False,True,finance,St. Petersburg,19,3000.0,0.1188057224083463,0.001,356.4171672250389,356417.16722503887
145,3.9941808388918956,168,False,False,real_estate,Tallahassee,27,3000.0,0.22160346935305988,0.001,664.8104080591796,664810.4080591796
146,4.881321319901671,17,True,True,real_estate,Miami,153,5000.0,0.23583520090674076,0.002,1179.1760045337037,589588.0022668518
147,3.6797069737437837,14,True,True,real_estate,Jacksonville,7,3000.0,0.17242838381467437,0.002,517.2851514440231,258642.57572201153
148,2.9936098345352553,1,False,True,finance,Tampa,25,3000.0,0.0678000710984798,0.001,203.40021329543939,203400.21329543937
149,,0,True,True,other,Jacksonville,9,3000.0,0.09687894898370189,0.002,290.63684695110567,145318.42347555285
150,5.0,14,True,True,finance,Tampa,12,3000.0,0.24265018695553903,0.002,727.950560866617,363975.2804333085
151,3.9973653672753344,8,False,True,insurance,Tampa,19,3000.0,0.22662045443188028,0.001,679.8613632956408,679861.3632956408
152,3.2315809796899075,105,True,True,other,Tampa,77,5000.0,0.18838241985819057,0.002,941.9120992909528,470956.0496454764
153,4.0447580119020285,16,False,True,finance,Jacksonville,122,5000.0,0.1088467941247767,0.001,544.2339706238835,544233.9706238834
154,4.056888525079666,94,False,True,real_estate,Jacksonville,31,3000.0,0.12554142991011186,0.001,376.6242897303356,376624.2897303356
155,4.105038079488872,21,True,True,other,Tampa,14,3000.0,0.2163174811996613,0.002,648.9524435989839,324476.22179949196
156,3.6433059790390763,21,True,True,real_estate,St. Petersburg,243,5000.0,0.1373311215434219,0.002,686.6556077171094,343327.8038585547
157,4.489780571238239,18,False,True,real_estate,St. Petersburg,13,3000.0,0.19017078358985046,0.001,570.5123507695514,570512.3507695514
158,4.462253687643043,20,True,False,finance,Orlando,11,3000.0,0.23739949517232223,0.002,712.1984855169667,356099.24275848333
159,3.452797190090347,157,True,True,other,St. Petersburg,3,3000.0,0.2138873295959193,0.002,641.6619887877579,320830.9943938789
160,4.549598365847444,1,False,False,real_estate,Tallahassee,81,5000.0,0.14365123593303772,0.001,718.2561796651886,718256.1796651885
161,5.0,1,True,True,real_estate,Miami,53,5000.0,0.2505163255910382,0.002,1252.581627955191,626290.8139775954
162,4.28598016621853,10,True,True,real_estate,Jacksonville,225,5000.0,0.22890471885534786,0.002,1144.5235942767392,572261.7971383696
163,,0,True,True,real_estate,Orlando,5,3000.0,0.10588913258000032,0.002,317.667397740001,158833.6988700005
164,4.128998392796239,45,True,True,real_estate,St. Petersburg,86,5000.0,0.3411970230666145,0.002,1705.9851153330724,852992.5576665362
165,4.507628383484281,35,True,True,insurance,Orlando,22,3000.0,0.18461129059008016,0.002,553.8338717702405,276916.93588512024
166,3.334664197246391,12,True,True,other,Fort Lauderdale,45,3000.0,0.20769641897878358,0.002,623.0892569363507,311544.62846817536
167,4.282195351488651,68,True,True,real_estate,Orlando,4,3000.0,0.13010671810969915,0.002,390.3201543290974,195160.0771645487
168,4.0047680252685955,69,True,False,real_estate,Jacksonville,87,5000.0,0.30490213124970805,0.002,1524.5106562485403,762255.3281242701
169,5.0,25,False,True,real_estate,Naples,44,3000.0,0.2504026356895872,0.001,751.2079070687616,751207.9070687616
170,4.112913633097521,63,False,True,real_estate,Tampa,19,3000.0,0.16944636341755573,0.001,508.3390902526672,508339.09025266714
171,5.0,27,True,True,finance,Tallahassee,38,3000.0,0.23762251735362305,0.002,712.8675520608691,356433.7760304345
172,3.6481296511089965,10,True,True,finance,Naples,9,3000.0,0.20184944880128078,0.002,605.5483464038423,302774.17320192116
173,4.493629583401396,46,True,True,finance,Tallahassee,11,3000.0,0.1734899877779998,0.002,520.4699633339993,260234.98166699967
174,4.359700131895615,22,True,True,real_estate,Miami,13,3000.0,0.2580890424051258,0.002,774.2671272153774,387133.5636076887
175,,0,True,True,finance,St. Petersburg,3,3000.0,0.08765663241381094,0.002,262.9698972414328,131484.9486207164
176,4.28869805731847,117,False,True,real_estate,Miami,48,3000.0,0.15065806214714791,0.001,451.97418644144375,451974.18644144374
177,4.8062594184158005,1,False,True,real_estate,Tampa,66,5000.0,0.20578723962695886,0.001,1028.9361981347943,1028936.1981347942
178,4.0381041478567,3,True,True,other,Tallahassee,10,3000.0,0.22205763468413908,0.002,666.1729040524173,333086.45202620863
179,3.3540186754151184,4,False,True,insurance,Fort Lauderdale,28,3000.0,0.0971799785097474,0.001,291.5399355292422,291539.9355292422
180,4.191218586761277,12,False,False,other,Jacksonville,15,3000.0,0.11018241164655806,0.001,330.5472349396742,330547.23493967415
181,3.748788452603744,14,True,False,other,Tampa,28,3000.0,0.15336852029945475,0.002,460.1055608983642,230052.78044918212
182,4.028829530668059,3,True,True,finance,St. Petersburg,11,3000.0,0.20958415027955413,0.002,628.7524508386624,314376.2254193312
183,4.159206115157439,6,True,True,other,Fort Lauderdale,8,3000.0,0.1414139876896199,0.002,424.2419630688597,212120.98153442985
184,3.3471738919922416,7,False,True,real_estate,Tampa,58,5000.0,0.15612422883597452,0.001,780.6211441798725,780621.1441798726
185,3.392170830339661,383,True,True,real_estate,Tallahassee,19,3000.0,0.2746108371240576,0.003,823.8325113721728,274610.8371240576
186,4.441033417762763,174,True,True,real_estate,Orlando,152,5000.0,0.24318243091376263,0.002,1215.912154568813,607956.0772844065
187,,0,False,True,real_estate,Miami,21,3000.0,0.11952027371499771,0.001,358.56082114499316,358560.8211449931
188,2.9176278290897164,12,True,True,real_estate,Fort Lauderdale,8,3000.0,0.1805049371594729,0.002,541.5148114784188,270757.4057392094
189,4.592422018304068,5,False,False,real_estate,Naples,69,5000.0,0.1514237092083494,0.001,757.1185460417471,757118.5460417471
190,4.33618487763712,2,True,True,insurance,Orlando,38,3000.0,0.1396859186186684,0.002,419.05775585600514,209528.87792800256
191,3.843062587981758,17,False,False,insurance,Orlando,42,3000.0,0.16950201371678578,0.001,508.5060411503573,508506.0411503573
192,3.5415848944708794,6,False,True,finance,Miami,66,5000.0,0.09906379273254019,0.001,495.318963662701,495318.96366270096
193,4.617903948157169,18,True,False,real_estate,Tallahassee,10,3000.0,0.2509225546959835,0.002,752.7676640879505,376383.83204397524
194,4.374675311280215,2,False,True,insurance,Orlando,18,3000.0,0.12548281063458536,0.001,376.44843190375605,376448.43190375605
195,5.0,8,True,True,real_estate,Jacksonville,17,3000.0,0.18153625878869117,0.002,544.6087763660735,272304.3881830367
196,4.410094299362469,24,True,False,real_estate,Naples,6,3000.0,0.19899685768474568,0.002,596.9905730542371,298495.28652711853
197,4.393851570631008,31,True,False,real_estate,Miami,15,3000.0,0.3133316210951556,0.002,939.9948632854669,469997.4316427334
198,4.116536034945717,33,False,True,real_estate,Jacksonville,76,5000.0,0.1723304127983458,0.001,861.6520639917289,861652.0639917289
199,4.608387933600396,4,True,True,real_estate,Jacksonville,25,3000.0,0.17232096102783506,0.002,516.9628830835052,258481.44154175257
200,4.512542600624077,56,True,True,insurance,St. Petersburg,5,3000.0,0.22015834789801253,0.002,660.4750436940376,330237.5218470188
201,4.825862504282598,7,True,True,insurance,Tampa,4,3000.0,0.18835132186743914,0.002,565.0539656023174,282526.9828011587
202,3.9393385406813577,42,True,True,finance,Tampa,106,5000.0,0.400590463203638,0.002,2002.95231601819,1001476.158009095
203,3.982296263528019,19,True,False,real_estate,Miami,18,3000.0,0.2338316194318969,0.002,701.4948582956907,350747.42914784537
204,,0,True,True,insurance,St. Petersburg,11,3000.0,0.09848366600305428,0.002,295.45099800916284,147725.49900458142
205,4.5954008605894945,13,True,True,finance,St. Petersburg,15,3000.0,0.27079542803365025,0.002,812.3862841009508,406193.1420504754
206,4.949187220148366,31,False,True,real_estate,Miami,5,3000.0,0.11055135677003763,0.001,331.6540703101129,331654.0703101129
207,3.97057975342535,41,True,True,finance,Tampa,83,5000.0,0.196494292753246,0.002,982.47146376623,491235.731883115
208,3.9876131361034544,16,True,True,real_estate,Tallahassee,14,3000.0,0.33592722323143137,0.002,1007.7816696942941,503890.83484714705
209,4.357038611934899,126,False,True,real_estate,Miami,79,5000.0,0.17224407859047697,0.001,861.2203929523848,861220.3929523848
210,4.077119249993549,67,True,True,real_estate,Orlando,21,3000.0,0.15190200012161503,0.002,455.7060003648451,227853.00018242255
211,4.676026826569945,14,True,True,finance,Jacksonville,84,5000.0,0.17913048437663112,0.002,895.6524218831556,447826.2109415778
212,3.074111354690477,49,True,False,real_estate,Orlando,26,3000.0,0.2892251885588701,0.002,867.6755656766103,433837.7828383051
213,3.7866474765415528,204,False,True,real_estate,Orlando,47,3000.0,0.1874552369602544,0.001,562.3657108807632,562365.7108807632
214,3.8087918330192774,211,True,False,real_estate,Tampa,41,3000.0,0.19360206441988645,0.003,580.8061932596594,193602.06441988645
215,3.0398219938069277,4,False,True,other,Miami,37,3000.0,0.0944627953187779,0.001,283.3883859563337,283388.3859563337
216,3.718180777815598,6,True,True,real_estate,Jacksonville,28,3000.0,0.1788096824839949,0.002,536.4290474519847,268214.52372599236
217,3.742421942077037,119,True,True,real_estate,Fort Lauderdale,16,3000.0,0.24914539029444735,0.002,747.436170883342,373718.085441671
218,4.099447672740585,5,False,True,real_estate,Jacksonville,136,5000.0,0.21131460408701688,0.001,1056.5730204350843,1056573.0204350844
219,4.756482945830132,4,True,True,other,Miami,8,3000.0,0.2436036030026811,0.002,730.8108090080433,365405.40450402163
220,4.077469674404649,11,True,True,finance,Tallahassee,20,3000.0,0.20592683771588535,0.002,617.780513147656,308890.256573828
221,3.684593139864423,33,True,True,other,Miami,20,3000.0,0.1322712732373904,0.002,396.8138197121712,198406.9098560856
222,4.171522729393236,17,False,True,real_estate,St. Petersburg,30,3000.0,0.1137215322055375,0.001,341.1645966166125,341164.5966166125
223,4.724586810720675,9,True,True,real_estate,Tampa,13,3000.0,0.2577024169206612,0.002,773.1072507619837,386553.62538099184
224,3.7120205919425477,8,True,True,finance,St. Petersburg,28,3000.0,0.12473473593006591,0.002,374.20420779019776,187102.10389509887
